Food Name,State,Type,Allergic Ingredients,Total Calories,Total Carbs,Total Fats,Total Protein,Total Sugar,Total Sodium,Vitamin Content
Aloo Curry,Tripura,Veg,None,200,24,7.0,14,6,400,"Vitamin A, Vitamin C"
Mitha Bhaja,Tripura,Veg,None,170,18,6.0,12,5,350,"Vitamin B, Vitamin C"
Ruti,Tripura,Veg,None,190,22,8.0,15,7,400,"Vitamin A, Vitamin C"
Kharan Roti,Tripura,Veg,None,200,20,9.0,14,6,450,"Vitamin B, Vitamin C"
Mula Bharta,Tripura,Veg,None,180,22,7.0,12,5,400,"Vitamin A, Vitamin C"
Tarela Bharta,Tripura,Veg,None,190,20,8.0,14,6,400,"Vitamin A, Vitamin C"
Masa Curry,Tripura,Non-Veg,None,250,25,15.0,20,9,700,"Vitamin B, Vitamin D"
Kachri Bhaji,Tripura,Veg,None,170,20,6.0,10,5,350,"Vitamin A, Vitamin C"
Bamboo Shoot Salad,Tripura,Veg,None,150,15,5.0,8,4,300,"Vitamin B, Vitamin C"
Lungi,Tripura,Veg,None,180,18,7.0,12,5,350,"Vitamin A, Vitamin C"
Gakhri,Tripura,Non-Veg,None,230,22,14.0,18,7,600,"Vitamin B, Vitamin D"
Fried Ilish,Tripura,Non-Veg,None,240,28,16.0,22,8,700,"Vitamin B, Vitamin C"
Mithi Kachri,Tripura,Veg,Nuts,200,25,8.0,20,10,500,"Vitamin A, Vitamin C"
Bamboo Shoot Rice,Tripura,Veg,None,200,28,7.0,12,6,450,"Vitamin A, Vitamin C"
Panch Phoran Bharta,Tripura,Veg,None,190,20,6.0,15,5,400,"Vitamin B, Vitamin C"
Pora Bhaji,Tripura,Veg,None,180,22,7.0,12,6,400,"Vitamin A, Vitamin C"
Dheki Bharta,Tripura,Veg,None,200,24,8.0,14,7,450,"Vitamin B, Vitamin C"
Thukpa Curry,Tripura,Veg,None,220,30,12.0,18,8,600,"Vitamin A, Vitamin C"
Moukok Bharta,Tripura,Non-Veg,None,250,25,15.0,22,9,700,"Vitamin B, Vitamin D"
Kharam Bhaji,Tripura,Non-Veg,None,230,20,14.0,18,8,650,"Vitamin B, Vitamin C"
Aloo Bharta,Tripura,Veg,None,180,22,8.0,12,6,400,"Vitamin A, Vitamin C"
Bamboo Shoot Pulao,Tripura,Veg,None,210,28,9.0,14,7,500,"Vitamin B, Vitamin C"
Kachri Masala,Tripura,Veg,None,190,20,6.0,12,5,400,"Vitamin A, Vitamin C"
Ting Gaar Bharta,Tripura,Non-Veg,None,230,24,14.0,20,8,650,"Vitamin B, Vitamin D"
Fried Bamboo Shoot,Tripura,Veg,None,200,18,8.0,14,6,400,"Vitamin A, Vitamin C"
Aloo Gachri,Tripura,Veg,None,170,20,7.0,12,5,350,"Vitamin B, Vitamin C"
Bamboo Shoot Fry,Tripura,Veg,None,180,22,6.0,10,6,400,"Vitamin A, Vitamin C"
Mangsor Bharta,Tripura,Non-Veg,None,220,25,12.0,18,7,650,"Vitamin B, Vitamin D"
Kachri Curry,Tripura,Veg,None,190,22,8.0,14,6,400,"Vitamin A, Vitamin C"
Pachra,Tripura,Veg,None,200,24,9.0,12,7,450,"Vitamin B, Vitamin C"
Ilish Curry,Tripura,Non-Veg,None,240,28,16.0,20,8,700,"Vitamin B, Vitamin D"
Chingri Bharta,Tripura,Non-Veg,None,250,20,18.0,22,9,750,"Vitamin B, Vitamin C"
Mithing Bharta,Tripura,Veg,Nuts,200,25,7.0,20,10,500,"Vitamin A, Vitamin C"
Pora Curry,Tripura,Veg,None,190,22,8.0,12,6,400,"Vitamin A, Vitamin C"
Mithing Masala,Tripura,Veg,Nuts,210,30,9.0,22,12,550,"Vitamin A, Vitamin C"
Bhapa Kachri,Tripura,Veg,None,200,28,7.0,15,7,500,"Vitamin B, Vitamin C"
Pachra Bhaji,Tripura,Veg,None,180,20,6.0,12,6,400,"Vitamin A, Vitamin C"
Gahat Bharta,Tripura,Veg,None,190,22,8.0,14,6,400,"Vitamin B, Vitamin C"
Chakso Bharta,Tripura,Non-Veg,None,240,25,16.0,22,10,750,"Vitamin B, Vitamin D"
Gahar Roti,Tripura,Veg,None,210,24,9.0,16,8,500,"Vitamin A, Vitamin C"
Pora Bharta,Tripura,Veg,None,200,22,8.0,12,6,400,"Vitamin A, Vitamin C"
Tarela Curry,Tripura,Veg,None,190,20,7.0,14,5,400,"Vitamin B, Vitamin C"
Mithi Bhaji,Tripura,Veg,Nuts,210,30,8.0,20,12,550,"Vitamin A, Vitamin C"
Chingri Curry,Tripura,Non-Veg,None,240,25,16.0,20,10,700,"Vitamin B, Vitamin D"
Gagri Bhaji,Tripura,Non-Veg,None,220,20,14.0,18,7,650,"Vitamin B, Vitamin C"
Mitha Pulao,Tripura,Veg,Nuts,190,28,8.0,20,10,500,"Vitamin A, Vitamin C"
Bhapa Fish,Tripura,Non-Veg,None,230,26,15.0,18,8,700,"Vitamin B, Vitamin D"
Moukok Masala,Tripura,Non-Veg,None,240,22,16.0,20,9,700,"Vitamin B, Vitamin C"
Bamboo Shoot Stir Fry,Tripura,Veg,None,200,20,8.0,12,7,450,"Vitamin A, Vitamin C"
Kachri Pulao,Tripura,Veg,None,210,25,9.0,16,6,500,"Vitamin B, Vitamin C"
Pora Masala,Tripura,Veg,None,180,22,7.0,14,5,400,"Vitamin A, Vitamin C"
Gahat Curry,Tripura,Veg,None,190,20,8.0,12,6,400,"Vitamin B, Vitamin C"
Kharan Bharta,Tripura,Non-Veg,None,220,22,14.0,18,8,650,"Vitamin B, Vitamin D"
Ilish Bharta,Tripura,Non-Veg,None,240,25,16.0,20,10,700,"Vitamin B, Vitamin C"
Pani Puri Bhaji,Tripura,Veg,Gluten,210,28,10.0,20,12,550,"Vitamin A, Vitamin C"
Chakso Curry,Tripura,Non-Veg,None,250,22,18.0,22,11,750,"Vitamin B, Vitamin D"
Mitha Curry,Tripura,Veg,Nuts,190,25,7.0,18,10,500,"Vitamin A, Vitamin C"
Tarela Bhaji,Tripura,Veg,None,180,20,8.0,12,6,400,"Vitamin B, Vitamin C"
Bamboo Shoot Khichdi,Tripura,Veg,None,210,28,10.0,14,7,500,"Vitamin A, Vitamin C"
Fried Mitha,Tripura,Veg,Nuts,200,25,8.0,20,12,550,"Vitamin A, Vitamin C"
Bhapa Kachri Curry,Tripura,Veg,None,190,22,7.0,14,5,400,"Vitamin B, Vitamin C"
Moukok Roti,Tripura,Non-Veg,None,220,25,16.0,22,10,700,"Vitamin B, Vitamin D"
Mithi Bharta,Tripura,Veg,Nuts,210,28,9.0,20,12,550,"Vitamin A, Vitamin C"
Kachri Soup,Tripura,Veg,None,180,18,7.0,12,5,350,"Vitamin B, Vitamin C"
Aloo Bhaji,Tripura,Veg,None,200,20,8.0,14,6,400,"Vitamin A, Vitamin C"
Bamboo Shoot Stir-Fry,Tripura,Veg,None,190,22,6.0,12,5,400,"Vitamin A, Vitamin C"
Fried Ilish Curry,Tripura,Non-Veg,None,230,24,16.0,20,9,700,"Vitamin B, Vitamin D"
Pora Bhaji,Tripura,Veg,None,190,20,7.0,12,6,400,"Vitamin A, Vitamin C"
Chamcham Bhaji,Tripura,Veg,Dairy,200,25,9.0,18,10,500,"Vitamin A, Vitamin C"
Kachri Salad,Tripura,Veg,None,180,22,6.0,12,5,400,"Vitamin A, Vitamin C"
Ilish Masala,Tripura,Non-Veg,None,250,26,18.0,22,11,750,"Vitamin B, Vitamin C"
Gagri Curry,Tripura,Non-Veg,None,240,22,16.0,20,10,700,"Vitamin B, Vitamin D"
Moukok Soup,Tripura,Non-Veg,None,230,24,14.0,18,8,650,"Vitamin B, Vitamin C"
Pachra Bharta,Tripura,Veg,None,180,20,8.0,14,6,400,"Vitamin A, Vitamin C"
Kachri Roti,Tripura,Veg,None,200,25,8.0,16,7,500,"Vitamin B, Vitamin C"
Mitha Roti,Tripura,Veg,Nuts,190,28,9.0,20,10,550,"Vitamin A, Vitamin C"
Bhapa Bamboo Shoot,Tripura,Veg,None,180,22,7.0,14,5,400,"Vitamin A, Vitamin C"
Fried Mitha Roti,Tripura,Veg,Nuts,200,25,10.0,22,12,550,"Vitamin A, Vitamin C"
Moukok Bhaji,Tripura,Non-Veg,None,230,22,14.0,20,9,650,"Vitamin B, Vitamin D"
Bamboo Shoot Pulao,Tripura,Veg,None,210,28,9.0,16,7,500,"Vitamin A, Vitamin C"
Gahat Masala,Tripura,Veg,None,190,20,8.0,14,6,400,"Vitamin B, Vitamin C"
Kachri Bhaji,Tripura,Veg,None,180,22,7.0,12,6,400,"Vitamin A, Vitamin C"
Mitha Bharta,Tripura,Veg,Nuts,200,25,9.0,20,12,550,"Vitamin A, Vitamin C"
Pachra Curry,Tripura,Veg,None,180,20,7.0,14,5,400,"Vitamin A, Vitamin C"
Kachri Masala,Tripura,Veg,None,190,22,8.0,12,6,400,"Vitamin A, Vitamin C"
Chamcham Curry,Tripura,Veg,Dairy,210,25,10.0,20,12,550,"Vitamin A, Vitamin C"
Moukok Roti,Tripura,Non-Veg,None,230,24,16.0,20,10,700,"Vitamin B, Vitamin D"
Gagri Roti,Tripura,Non-Veg,None,220,22,14.0,18,8,650,"Vitamin B, Vitamin C"
Kachri Bharta,Tripura,Veg,None,200,20,8.0,12,6,400,"Vitamin A, Vitamin C"
Pora Roti,Tripura,Veg,None,190,22,7.0,14,6,400,"Vitamin B, Vitamin C"
Mitha Roti,Tripura,Veg,Nuts,200,28,9.0,18,12,550,"Vitamin A, Vitamin C"
Kachri Soup,Tripura,Veg,None,180,20,6.0,12,5,350,"Vitamin A, Vitamin C"
Gahat Roti,Tripura,Veg,None,190,25,8.0,14,7,450,"Vitamin B, Vitamin C"
Moukok Bhaji,Tripura,Non-Veg,None,240,25,16.0,22,10,700,"Vitamin B, Vitamin D"
Kachri Bhaji,Tripura,Veg,None,190,22,7.0,14,6,400,"Vitamin A, Vitamin C"
Mitha Bhaji,Tripura,Veg,Nuts,200,25,10.0,20,12,550,"Vitamin A, Vitamin C"
Fried Bamboo Shoot,Tripura,Veg,None,200,20,8.0,12,6,400,"Vitamin A, Vitamin C"
Bhapa Bhaji,Tripura,Veg,None,190,22,7.0,14,5,400,"Vitamin A, Vitamin C"
Chamcham Bhaji,Tripura,Veg,Dairy,200,28,10.0,20,12,550,"Vitamin A, Vitamin C"
Kachri Pulao,Tripura,Veg,None,210,28,9.0,14,7,500,"Vitamin A, Vitamin C"
Gahat Bhaji,Tripura,Veg,None,180,22,8.0,14,6,400,"Vitamin B, Vitamin C"
Fish Curry,Andaman,Non-Veg,Seafood,300,15,20.0,25,5,800,"Vitamin B, C"
Chicken Korma,Andaman,Non-Veg,Dairy,350,10,25.0,30,7,600,"Vitamin A, B"
Vegetable Pulao,Andaman,Veg,None,250,40,10.0,8,4,500,"Vitamin A, C"
Tandoori Lobster,Andaman,Non-Veg,Seafood,400,10,25.0,30,3,700,"Vitamin B, C"
Prawn Masala,Andaman,Non-Veg,Seafood,320,12,22.0,28,6,750,"Vitamin B, C"
Coconut Rice,Andaman,Veg,None,270,45,8.0,5,2,400,"Vitamin A, C"
Mutton Rogan Josh,Andaman,Non-Veg,Dairy,450,10,35.0,40,9,800,"Vitamin A, B"
Tamarind Fish,Andaman,Non-Veg,Seafood,290,14,18.0,22,5,650,"Vitamin B, C"
Spicy Vegetable Soup,Andaman,Veg,None,150,20,5.0,4,2,300,"Vitamin A, C"
Fish Fry,Andaman,Non-Veg,Seafood,330,10,22.0,25,7,700,"Vitamin B, C"
Grilled Chicken,Andaman,Non-Veg,None,280,5,15.0,30,0,500,Vitamin B
Seafood Paella,Andaman,Non-Veg,Seafood,400,50,20.0,30,8,900,"Vitamin B, C"
Vegetable Stir Fry,Andaman,Veg,None,200,30,8.0,6,4,350,"Vitamin A, C"
Prawn Curry,Andaman,Non-Veg,Seafood,320,15,20.0,27,5,700,"Vitamin B, C"
Chili Crab,Andaman,Non-Veg,Seafood,360,12,25.0,28,6,800,"Vitamin B, C"
Mango Salad,Andaman,Veg,None,180,30,8.0,6,12,150,"Vitamin A, C"
Banana Pancakes,Andaman,Veg,Dairy,350,45,15.0,12,20,300,"Vitamin A, B"
Beef Vindaloo,Andaman,Non-Veg,None,400,15,30.0,35,8,700,Vitamin B
Vegetable Korma,Andaman,Veg,Dairy,330,25,15.0,12,6,400,"Vitamin A, C"
Fish Tikka,Andaman,Non-Veg,Seafood,300,8,20.0,22,5,600,"Vitamin B, C"
Shrimp Scampi,Andaman,Non-Veg,Seafood,320,12,18.0,25,4,650,"Vitamin B, C"
Coconut Milk Curry,Andaman,Non-Veg,"Seafood, Dairy",340,15,25.0,28,5,700,"Vitamin A, C"
Papaya Salad,Andaman,Veg,None,160,35,4.0,7,8,200,"Vitamin A, C"
Pineapple Rice,Andaman,Veg,None,290,55,10.0,12,6,400,"Vitamin A, C"
Chicken Biryani,Andaman,Non-Veg,None,400,50,20.0,30,8,800,Vitamin B
Vegetable Samosas,Andaman,Veg,None,250,30,15.0,8,4,350,"Vitamin A, C"
Mutton Kebab,Andaman,Non-Veg,None,330,10,25.0,28,6,600,Vitamin B
Prawn Tempura,Andaman,Non-Veg,Seafood,310,12,20.0,25,5,700,"Vitamin B, C"
Curried Squid,Andaman,Non-Veg,Seafood,340,14,22.0,28,4,750,"Vitamin B, C"
Jackfruit Curry,Andaman,Veg,None,280,40,8.0,5,6,300,"Vitamin A, C"
Roasted Lobster,Andaman,Non-Veg,Seafood,360,10,25.0,30,4,650,"Vitamin B, C"
Vegetable Stew,Andaman,Veg,None,220,25,8.0,7,5,350,"Vitamin A, C"
Chicken Skewers,Andaman,Non-Veg,None,270,5,15.0,30,1,500,Vitamin B
Lamb Shank,Andaman,Non-Veg,None,450,20,30.0,40,8,800,"Vitamin A, B"
Seafood Chowder,Andaman,Non-Veg,"Seafood, Dairy",350,20,18.0,25,6,700,"Vitamin B, C"
Coconut Chutney,Andaman,Veg,None,100,5,10.0,2,1,200,Vitamin C
Sweet Potato Fries,Andaman,Veg,None,250,40,10.0,12,8,300,"Vitamin A, C"
Fish Molee,Andaman,Non-Veg,Seafood,320,15,18.0,28,4,650,"Vitamin B, C"
Lobster Bisque,Andaman,Non-Veg,"Seafood, Dairy",330,12,20.0,25,5,700,"Vitamin B, C"
Tamarind Rice,Andaman,Veg,None,280,50,8.0,6,5,400,"Vitamin A, C"
Vegetable Cutlet,Andaman,Veg,None,200,25,10.0,5,3,300,"Vitamin A, C"
Spicy Crab Cakes,Andaman,Non-Veg,Seafood,340,20,22.0,25,7,700,"Vitamin B, C"
Mango Chutney,Andaman,Veg,None,150,30,0.0,25,10,100,"Vitamin A, C"
Grilled Prawns,Andaman,Non-Veg,Seafood,290,10,20.0,28,4,600,"Vitamin B, C"
Chicken Satay,Andaman,Non-Veg,None,300,8,15.0,30,2,500,Vitamin B
Vegetable Pakoras,Andaman,Veg,None,280,25,12.0,10,3,400,"Vitamin A, C"
Goat Curry,Andaman,Non-Veg,None,370,15,25.0,30,7,700,Vitamin B
Seafood Salad,Andaman,Non-Veg,Seafood,260,15,10.0,22,3,400,"Vitamin B, C"
Spicy Lobster,Andaman,Non-Veg,Seafood,350,12,22.0,30,5,650,"Vitamin B, C"
Coconut Chicken,Andaman,Non-Veg,Dairy,340,20,25.0,30,6,700,"Vitamin B, C"
Prawn Biryani,Andaman,Non-Veg,Seafood,410,50,22.0,30,9,800,Vitamin B
Vegetable Raita,Andaman,Veg,Dairy,140,10,5.0,6,4,200,"Vitamin A, C"
Mutton Pulao,Andaman,Non-Veg,None,350,45,20.0,25,7,600,Vitamin B
Tandoori Prawns,Andaman,Non-Veg,Seafood,320,10,20.0,28,4,650,"Vitamin B, C"
Chana Masala,Andaman,Veg,None,280,45,10.0,8,5,400,"Vitamin A, C"
Fish Tikka Masala,Andaman,Non-Veg,Seafood,350,15,20.0,30,7,700,"Vitamin B, C"
Grilled Mutton,Andaman,Non-Veg,None,330,10,25.0,28,6,600,Vitamin B
Vegetable Sambar,Andaman,Veg,None,220,30,8.0,7,5,350,"Vitamin A, C"
Prawn Soup,Andaman,Non-Veg,Seafood,250,10,15.0,20,3,500,"Vitamin B, C"
Fish Kababs,Andaman,Non-Veg,Seafood,290,8,20.0,22,5,600,"Vitamin B, C"
Vegetable Biryani,Andaman,Veg,None,270,50,10.0,8,6,400,"Vitamin A, C"
Spicy Mutton Curry,Andaman,Non-Veg,None,370,15,28.0,35,7,700,Vitamin B
Fried Squid,Andaman,Non-Veg,Seafood,320,12,20.0,25,5,700,"Vitamin B, C"
Coconut Fish,Andaman,Non-Veg,Seafood,290,15,18.0,25,6,650,"Vitamin B, C"
Grilled Octopus,Andaman,Non-Veg,Seafood,340,10,22.0,28,4,700,"Vitamin B, C"
Vegetable Khichdi,Andaman,Veg,None,250,40,10.0,5,5,350,"Vitamin A, C"
Mutton Shish Kebab,Andaman,Non-Veg,None,330,15,25.0,28,6,600,Vitamin B
Lobster Curry,Andaman,Non-Veg,Seafood,370,15,22.0,30,5,700,"Vitamin B, C"
Spicy Chicken Wings,Andaman,Non-Veg,None,310,10,22.0,30,3,600,Vitamin B
Vegetable Pita,Andaman,Veg,None,220,30,8.0,7,4,350,"Vitamin A, C"
Seafood Risotto,Andaman,Non-Veg,Seafood,350,40,20.0,28,8,750,"Vitamin B, C"
Chicken Shawarma,Andaman,Non-Veg,None,320,15,20.0,25,5,600,Vitamin B
Prawn Tempura Sushi,Andaman,Non-Veg,Seafood,340,40,18.0,25,7,700,"Vitamin B, C"
Vegetable Dosa,Andaman,Veg,None,250,40,10.0,6,3,350,"Vitamin A, C"
Mutton Seekh Kebab,Andaman,Non-Veg,None,320,10,25.0,30,6,600,Vitamin B
Spicy Fish Stew,Andaman,Non-Veg,Seafood,300,15,20.0,25,5,650,"Vitamin B, C"
Vegetable Quinoa Salad,Andaman,Veg,None,220,35,8.0,6,4,300,"Vitamin A, C"
Seafood Risotto,Andaman,Non-Veg,Seafood,350,45,20.0,28,7,750,"Vitamin B, C"
Chili Lobster,Andaman,Non-Veg,Seafood,360,10,25.0,30,6,700,"Vitamin B, C"
Vegetable Roll,Andaman,Veg,None,200,30,7.0,6,5,300,"Vitamin A, C"
Coconut Prawns,Andaman,Non-Veg,Seafood,330,15,20.0,25,6,650,"Vitamin B, C"
Chicken Masala,Andaman,Non-Veg,None,360,15,22.0,30,8,700,Vitamin B
Mutton Stew,Andaman,Non-Veg,None,380,10,30.0,35,7,750,Vitamin B
Vegetable Fritters,Andaman,Veg,None,270,30,15.0,8,4,350,"Vitamin A, C"
Lobster Salad,Andaman,Non-Veg,Seafood,290,12,15.0,25,5,600,"Vitamin B, C"
Prawn Skewers,Andaman,Non-Veg,Seafood,320,10,20.0,28,4,650,"Vitamin B, C"
Mutton Curry,Andaman,Non-Veg,None,350,15,25.0,30,6,700,Vitamin B
Spicy Fish Cake,Andaman,Non-Veg,Seafood,320,15,22.0,25,7,700,"Vitamin B, C"
Vegetable Pancakes,Andaman,Veg,None,250,35,8.0,5,4,350,"Vitamin A, C"
Grilled Mahi Mahi,Andaman,Non-Veg,Seafood,340,10,22.0,28,5,700,"Vitamin B, C"
Prawn Curry Rice,Andaman,Non-Veg,Seafood,370,50,20.0,30,8,800,Vitamin B
Vegetable Chowder,Andaman,Veg,None,200,30,7.0,6,4,350,"Vitamin A, C"
Chicken Biriyani,Andaman,Non-Veg,None,400,55,20.0,30,9,800,Vitamin B
Seafood Tacos,Andaman,Non-Veg,Seafood,330,40,18.0,25,5,650,"Vitamin B, C"
Fish and Chips,Andaman,Non-Veg,Seafood,350,45,20.0,25,8,700,"Vitamin B, C"
Vegetable Kebab,Andaman,Veg,None,220,25,8.0,7,4,350,"Vitamin A, C"
Spicy Crab Soup,Andaman,Non-Veg,Seafood,290,15,18.0,20,6,650,"Vitamin B, C"
Coconut Rice Pudding,Andaman,Veg,Dairy,300,45,12.0,20,15,350,"Vitamin A, C"
Chicken Kebab,Andaman,Non-Veg,None,300,10,20.0,25,6,600,Vitamin B
Grilled Fish Fillet,Andaman,Non-Veg,Seafood,330,10,20.0,25,5,650,"Vitamin B, C"
Vegetable Masala Dosa,Andaman,Veg,None,280,35,10.0,7,5,350,"Vitamin A, C"
Seafood Biryani,Andaman,Non-Veg,Seafood,420,50,20.0,30,8,800,Vitamin B
Mutton Soup,Andaman,Non-Veg,None,300,10,20.0,25,5,600,Vitamin B
Spicy Lobster Soup,Andaman,Non-Veg,Seafood,340,15,20.0,28,7,700,"Vitamin B, C"
Vegetable Uthappam,Andaman,Veg,None,260,30,8.0,5,4,350,"Vitamin A, C"
Prawn Gyoza,Andaman,Non-Veg,Seafood,320,30,15.0,25,6,700,"Vitamin B, C"
Chicken Masala Soup,Andaman,Non-Veg,None,300,12,20.0,25,6,600,Vitamin B
Spicy Prawn Salad,Andaman,Non-Veg,Seafood,320,15,18.0,25,6,650,"Vitamin B, C"
Seafood Fritters,Andaman,Non-Veg,Seafood,300,20,15.0,22,5,650,"Vitamin B, C"
Chicken Curry,Andaman,Non-Veg,None,350,15,25.0,30,7,700,Vitamin B
Vegetable Spring Rolls,Andaman,Veg,None,220,30,10.0,5,3,350,"Vitamin A, C"
Prawn Salad,Andaman,Non-Veg,Seafood,290,12,20.0,25,5,600,"Vitamin B, C"
Spicy Mutton Ribs,Andaman,Non-Veg,None,380,20,30.0,35,7,750,Vitamin B
Vegetable Samosa,Andaman,Veg,None,250,30,15.0,8,4,350,"Vitamin A, C"
Mutton Kofta,Andaman,Non-Veg,Dairy,330,15,25.0,28,6,600,Vitamin B
Coconut Prawn Curry,Andaman,Non-Veg,Seafood,340,15,20.0,25,7,700,"Vitamin B, C"
Vegetable Dosa,Andaman,Veg,None,250,40,10.0,6,4,350,"Vitamin A, C"
Lobster Stir Fry,Andaman,Non-Veg,Seafood,360,10,25.0,30,4,650,"Vitamin B, C"
Chicken Satay Skewers,Andaman,Non-Veg,None,300,8,15.0,30,2,500,Vitamin B
Prawn Fried Rice,Andaman,Non-Veg,Seafood,340,50,15.0,25,7,700,"Vitamin B, C"
Vegetable Pakora,Andaman,Veg,None,270,25,15.0,10,4,350,"Vitamin A, C"
Fish Curry Rice,Andaman,Non-Veg,Seafood,340,55,15.0,25,8,800,"Vitamin B, C"
Spicy Lobster Biryani,Andaman,Non-Veg,Seafood,420,55,22.0,30,9,800,Vitamin B
Mutton Korma,Andaman,Non-Veg,Dairy,350,15,25.0,30,6,700,Vitamin B
Vegetable Pulao,Andaman,Veg,None,250,45,10.0,8,4,500,"Vitamin A, C"
Grilled Lobster,Andaman,Non-Veg,Seafood,360,10,25.0,30,4,650,"Vitamin B, C"
Chicken Curry with Rice,Andaman,Non-Veg,None,400,55,20.0,30,8,800,Vitamin B
Spicy Vegetable Soup,Andaman,Veg,None,200,20,5.0,4,2,350,"Vitamin A, C"
Prawn Biryani,Andaman,Non-Veg,Seafood,410,55,22.0,30,9,800,Vitamin B
Lobster and Prawn Skewers,Andaman,Non-Veg,Seafood,340,20,22.0,25,7,700,"Vitamin B, C"
Grilled Mutton,Andaman,Non-Veg,None,340,10,25.0,30,6,600,Vitamin B
Chicken and Vegetable Stir Fry,Andaman,Non-Veg,None,280,25,15.0,30,4,500,Vitamin B
Spicy Crab Curry,Andaman,Non-Veg,Seafood,330,15,20.0,25,6,700,"Vitamin B, C"
Hyderabadi Biryani,Telangana,Non-Veg,"Nuts, Dairy",500,65,20.0,25,10,800,"Vitamin B, C"
Bagara Baingan,Telangana,Veg,None,200,15,10.0,3,5,600,"Vitamin A, C"
Kheema Samosa,Telangana,Non-Veg,Gluten,300,30,18.0,12,8,750,"Vitamin B, C"
Pesarattu,Telangana,Veg,None,250,35,8.0,10,3,500,"Vitamin B, C"
Gongura Pachadi,Telangana,Veg,None,100,10,5.0,2,1,200,"Vitamin A, C"
Qubooli,Telangana,Veg,Nuts,300,45,10.0,8,7,500,"Vitamin B, C"
Hyderabadi Marag,Telangana,Non-Veg,None,450,40,30.0,22,6,900,"Vitamin B, C"
Lemon Rice,Telangana,Veg,None,350,55,8.0,7,4,450,Vitamin C
Telangana Chicken Curry,Telangana,Non-Veg,None,400,35,25.0,18,7,800,"Vitamin B, C"
Poornalu,Telangana,Veg,Nuts,150,20,5.0,5,6,300,"Vitamin A, C"
Ulavacharu,Telangana,Veg,None,180,10,7.0,8,4,500,Vitamin C
Pulao,Telangana,Veg,None,300,40,10.0,7,5,600,"Vitamin B, C"
Shahi Tukda,Telangana,Veg,Dairy,350,45,20.0,25,15,400,"Vitamin B, C"
Saree Pappu,Telangana,Veg,None,250,40,8.0,12,3,450,"Vitamin B, C"
Chili Chicken,Telangana,Non-Veg,None,350,25,22.0,15,6,700,"Vitamin B, C"
Dosa,Telangana,Veg,None,200,25,8.0,5,2,300,Vitamin B
Rajma,Telangana,Veg,None,300,50,5.0,15,6,500,"Vitamin B, C"
Bhindi Fry,Telangana,Veg,None,180,15,10.0,5,2,400,"Vitamin A, C"
Kalakand,Telangana,Veg,Dairy,250,30,15.0,20,18,300,"Vitamin B, C"
Karela Fry,Telangana,Veg,None,200,10,12.0,5,1,250,"Vitamin A, C"
Chicken Korma,Telangana,Non-Veg,"Nuts, Dairy",400,35,30.0,20,8,800,"Vitamin B, C"
Mutton Biryani,Telangana,Non-Veg,Nuts,500,60,25.0,30,10,900,"Vitamin B, C"
Rawa Kesari,Telangana,Veg,Dairy,300,50,15.0,25,20,400,"Vitamin B, C"
Chana Dal,Telangana,Veg,None,250,35,6.0,13,4,350,"Vitamin B, C"
Pongal,Telangana,Veg,None,300,45,10.0,8,3,400,"Vitamin B, C"
Methi Thepla,Telangana,Veg,None,250,35,12.0,8,4,450,"Vitamin A, C"
Khubani Ka Meetha,Telangana,Veg,None,350,50,15.0,30,25,300,Vitamin C
Nizami Kebab,Telangana,Non-Veg,Nuts,400,20,30.0,25,7,800,"Vitamin B, C"
Methi Paratha,Telangana,Veg,None,300,45,12.0,7,5,500,"Vitamin A, C"
Masala Dosa,Telangana,Veg,None,250,30,10.0,8,4,350,"Vitamin B, C"
Mutton Kheema,Telangana,Non-Veg,None,400,25,30.0,22,6,750,"Vitamin B, C"
Chole Bhature,Telangana,Veg,Gluten,400,50,15.0,20,10,700,"Vitamin B, C"
Gutti Vankaya,Telangana,Veg,None,200,20,12.0,6,3,350,"Vitamin A, C"
Chicken Tikka,Telangana,Non-Veg,None,350,10,25.0,20,4,600,"Vitamin B, C"
Masoor Dal,Telangana,Veg,None,250,40,5.0,12,5,400,"Vitamin B, C"
Thalipeeth,Telangana,Veg,Gluten,300,45,12.0,10,6,500,"Vitamin A, C"
Chakna,Telangana,Non-Veg,None,350,30,15.0,20,5,600,"Vitamin B, C"
Aloo Gobi,Telangana,Veg,None,200,20,8.0,4,3,300,"Vitamin A, C"
Rajma Chawal,Telangana,Veg,None,350,55,10.0,15,7,600,"Vitamin B, C"
Chole Masala,Telangana,Veg,None,300,45,8.0,10,5,500,"Vitamin B, C"
Prawns Curry,Telangana,Non-Veg,None,400,25,20.0,25,6,700,"Vitamin B, C"
Tomato Rice,Telangana,Veg,None,300,50,10.0,7,4,500,Vitamin C
Ghee Rice,Telangana,Veg,Dairy,350,60,15.0,6,5,600,Vitamin B
Dal Tadka,Telangana,Veg,None,250,35,8.0,12,4,400,"Vitamin B, C"
Hyderabadi Khichdi,Telangana,Veg,None,350,45,10.0,10,5,500,"Vitamin B, C"
Chana Sundal,Telangana,Veg,None,200,30,7.0,8,3,350,"Vitamin B, C"
Pesarattu Dosa,Telangana,Veg,None,250,35,10.0,8,3,500,"Vitamin B, C"
Vankaya Curry,Telangana,Veg,None,200,15,10.0,5,2,350,"Vitamin A, C"
Chicken Pakora,Telangana,Non-Veg,Gluten,400,20,25.0,15,7,800,"Vitamin B, C"
